CustomerAge,Channel,TransactionType,Location,TransactionDuration,Cluster,AccountBalance
1.4237182648914386,ATM,Debit,36,-0.5524432626288956,0,-0.0005366350524107483
1.3112870641052805,ATM,Debit,15,0.30531436617680696,1,2.216471586848443
-1.443277355155591,Online,Debit,23,-0.9098422746312717,1,-1.0235341282270716
-1.0497681524040379,Online,Debit,33,-1.353017049514218,0,0.8857974429054188
-1.0497681524040379,Online,Credit,1,1.1201841135422244,2,0.5935893646592062
-1.49949295554867,ATM,Debit,28,0.7484891410597533,0,-1.1108816933044958
-0.43139654808016875,ATM,Credit,39,0.2767224452166169,0,2.1030917962087123
1.2550714637122016,Branch,Credit,16,2.449708438191063,1,-0.5943498275623533
0.3556218574229374,Branch,Credit,11,-0.4809634602284204,2,1.0206840106570003
0.5804842589952534,ATM,Debit,26,0.005099196094811046,1,-1.049294570483005
0.4118374578160164,Online,Credit,0,-0.8669543931909865,2,0.637208021338607
-1.330846154369433,Online,Debit,22,0.7627851015398482,1,-0.9193180502003306
-1.162199353190196,Branch,Credit,23,-0.12356444822604433,1,-0.895931865884976
-1.0497681524040379,ATM,Debit,22,0.04798707753509617,1,-1.2626675419268705
-1.49949295554867,Online,Debit,21,0.20524264281614163,1,-1.2344020780640845
-0.48761214847324774,ATM,Debit,10,0.13376284041566644,2,-0.4227417455289485
-1.443277355155591,Branch,Credit,2,0.5483456943384226,2,-1.021249610057465
-0.3189653472940107,Online,Debit,8,1.6348386908256458,2,-0.0011109695866327555
0.8053466605675694,Branch,Credit,0,-0.19504425062651956,2,0.7266529330633241
-1.49949295554867,Online,Credit,8,0.7056012596194681,2,0.37287824394327146
1.4799338652845175,Branch,Debit,20,-1.1671695632729824,1,0.16322049901765504
-0.37518094768708976,Branch,Debit,19,-0.38089173686775507,1,1.0337731972516597
-0.3189653472940107,Online,Debit,1,0.005099196094811046,2,0.9898622453182354
-1.274630553976354,Online,Debit,13,0.319610326656902,1,-0.9517038515474685
-1.330846154369433,Online,Debit,33,-0.33800385542746997,0,-0.8162070533532758
1.1426402629260435,Online,Credit,15,2.2352690309896377,1,-0.37937692420172636
-1.218414953583275,ATM,Debit,24,0.5483456943384226,1,-1.138657434417119
-0.43139654808016875,Branch,Debit,25,-0.35229981590756504,1,-0.6224819637654089
-0.03788734532861569,Online,Debit,19,1.1058881530621294,1,-0.8569489093746535
-0.9935525520109589,Branch,Debit,11,2.335340754350303,2,-0.9647315022991751
0.8053466605675694,Online,Credit,24,-1.4244968519146932,1,0.8256487204129395
-0.8811213512248008,ATM,Debit,3,1.963645781867832,2,1.2074709339519882
0.24319065663677936,ATM,Debit,27,0.6913052991393731,0,1.173244185303192
-1.274630553976354,Online,Debit,20,0.4339780104976623,1,-1.2090005948920401
0.018328255064463315,Branch,Credit,37,-0.995618037511842,0,2.4874754392106535
0.24319065663677936,Branch,Debit,39,-1.0670978399123172,0,0.166766501967785
-1.0497681524040379,Branch,Debit,25,0.3624982080971871,1,-1.0803881191281433
1.7047962668568335,ATM,Debit,38,0.24813052425642676,0,-0.06113662039320753
1.1988558633191224,ATM,Debit,23,-0.42377961830804023,1,0.7180661189780131
0.5804842589952534,Online,Debit,28,1.3775114021839352,0,-1.0499330048536357
1.0302090621398854,ATM,Debit,35,-0.009196764385283997,0,-0.2027203390527714
-0.37518094768708976,Online,Debit,30,-1.4387928123947882,0,2.333279436739311
0.6929154597814113,Online,Credit,5,-0.052084645825569126,2,2.1134272538312535
-1.443277355155591,ATM,Debit,40,-0.03778868534547408,0,-1.2493091360192947
-0.9935525520109589,Branch,Debit,21,-1.2386493656734576,1,-1.0885928981884585
1.6485806664637546,Branch,Debit,6,-0.42377961830804023,2,-0.11307799983191534
-1.0497681524040379,Branch,Debit,3,-0.6382190255094659,2,-0.9243280934140357
-1.443277355155591,Online,Debit,28,-0.20934021110661458,0,-1.1108765653175832
-1.0497681524040379,Online,Debit,10,0.2624264847365218,2,-1.243227343540836
-0.2065341465078527,Online,Credit,34,0.7913770225000384,0,-0.9689877314367137
1.3675026644983594,Online,Credit,18,0.019395156574906088,1,-0.309413234758345
0.3556218574229374,Online,Debit,29,2.0637175052284973,0,0.017831814068869956
1.2550714637122016,Branch,Debit,41,0.3624982080971871,0,2.510302672952524
-0.9373369516178799,Branch,Debit,36,0.319610326656902,0,-1.0757037030833945
0.9739934617468065,ATM,Debit,29,-0.42377961830804023,0,-0.16320407190352842
-1.105983752797117,Branch,Debit,23,-0.5238513416687055,1,-0.9718235081994352
0.6929154597814113,Branch,Credit,8,-0.9670261165516518,2,-0.40495019493534634
1.3112870641052805,Branch,Credit,9,-0.8383624722307964,2,-0.1220289009880279
0.18697505624370037,Branch,Debit,16,-1.3101291680739329,1,0.13238078572469517
-1.218414953583275,Branch,Debit,18,-0.9813220770317469,1,-1.0727756225562444
0.07454385545754233,ATM,Debit,16,0.4625699314578524,1,0.09886939125022037
1.9296586684291497,Branch,Debit,9,1.5347669674649806,2,-0.2408315377879353
0.18697505624370037,Online,Debit,19,1.5204710069848855,1,0.39416708161133296
0.6366998593883324,Branch,Credit,30,-0.22363617158670962,0,0.857396087389447
0.29940625702985835,Online,Debit,5,0.062283038015191215,2,2.275240880861407
-0.15031854611477372,Branch,Credit,26,0.9486325877810838,1,-0.6484936773800644
0.6366998593883324,Branch,Debit,16,1.5061750465047905,1,-0.5383240065476822
-1.105983752797117,Branch,Debit,0,0.11946687993557138,2,-0.8109611227415868
0.8615622609606484,Online,Credit,2,-1.4816806938350733,2,-0.3714029045524826
-0.7124745500455638,Branch,Credit,16,-0.23793213206680466,1,-1.0607992091216405
-0.03788734532861569,ATM,Debit,1,1.4346952441043153,2,-0.32512025867193584
-0.5438277488663268,Online,Debit,9,0.21953860329623667,2,0.32319574273960655
0.9739934617468065,ATM,Debit,4,-0.9241382351113667,2,0.1927371916871389
-1.0497681524040379,Online,Credit,17,2.292452872910018,1,0.36493755620896007
-1.387061754762512,Branch,Debit,16,-1.367313009994313,1,-1.155938750312908
-0.43139654808016875,ATM,Debit,29,-0.9813220770317469,0,0.4039743565818659
-1.274630553976354,Online,Debit,18,-0.09497252726585426,1,-1.1487031607790925
-0.03788734532861569,Branch,Debit,25,-0.7239947883900362,1,2.451625682703989
-1.443277355155591,Branch,Debit,24,-0.6096271045492758,1,-0.9619880293008822
0.29940625702985835,Online,Debit,39,-0.7525867093502262,0,1.388155552820867
-0.37518094768708976,ATM,Debit,10,-0.2522280925468997,2,-1.169638167350178
0.7491310601744904,Online,Credit,31,-0.5667392231089906,0,0.3429743882618789
1.0302090621398854,ATM,Debit,11,-0.46666749974832533,2,-0.10216564368169603
0.24319065663677936,Online,Debit,10,0.7198972200995631,2,0.5288382739125813
-0.6000433492594058,Online,Debit,36,0.5340497338583277,0,-0.920623122869612
0.5242686586021743,Online,Credit,2,-1.2815372471137427,2,0.907647795140421
1.0864246625329645,Branch,Debit,23,-0.7239947883900362,1,1.2193396596614257
0.18697505624370037,ATM,Debit,42,-0.06638060630566417,0,1.3954552421910908
0.7491310601744904,Online,Credit,36,0.8485608644204186,0,1.9921221594179495
-1.162199353190196,Online,Debit,18,-0.2808200135070898,1,-1.1083253918285165
0.8615622609606484,Online,Credit,25,-1.2243534051933627,1,-0.2692918651534037
0.46805305820909543,ATM,Debit,18,-0.9241382351113667,1,-0.5600769270313429
-1.330846154369433,Branch,Debit,15,0.21953860329623667,1,-1.1528363182307262
-1.443277355155591,Online,Debit,20,2.006533663308117,1,-0.9585497140759189
-0.8811213512248008,ATM,Debit,35,-0.681106906949751,0,-1.0181061540799818
0.3556218574229374,Branch,Credit,23,0.10517091945547634,1,0.6651273460847856
-0.9935525520109589,Branch,Credit,37,0.9343366273009888,0,-0.8310782154000972
0.6929154597814113,ATM,Debit,21,-0.5953311440691808,1,-1.2597574093539148
1.4799338652845175,Branch,Debit,5,0.19094668233604659,2,-0.7688141983061302
-0.43139654808016875,Branch,Debit,35,0.7913770225000384,0,0.6485254884549291
-0.8249057508317219,Branch,Debit,13,-1.367313009994313,1,0.9711450930868915
-1.387061754762512,Online,Credit,12,0.677009338659278,2,1.0946013780100712
0.5804842589952534,Branch,Credit,13,0.6341214572189929,1,-1.008416822808441
-0.9935525520109589,Branch,Debit,41,0.37679416857728215,0,1.103685606825914
-0.7124745500455638,ATM,Debit,19,1.649134651305741,1,0.7283323487772324
0.07454385545754233,Online,Debit,7,-0.9813220770317469,2,1.1034856153363188
0.8053466605675694,Online,Debit,39,-0.5667392231089906,0,0.2641879973352024
-0.9935525520109589,Branch,Debit,34,-1.4673847333549783,0,-1.2034495490590456
-1.274630553976354,Online,Debit,20,-1.2100574447132675,1,-1.1964831788381467
1.0302090621398854,ATM,Debit,35,0.39109012905737717,0,0.7351346234169249
0.46805305820909543,ATM,Debit,8,-0.666810946469656,2,-0.8421187712231337
-1.105983752797117,ATM,Debit,27,0.8628568249005136,0,-1.0587351943892802
0.3556218574229374,Online,Credit,9,0.7770810620199433,2,0.9576405395523039
1.8734430680360705,ATM,Credit,9,2.321044793870208,2,-0.40654243487173874
-0.2627497469009317,Online,Debit,14,-0.22363617158670962,1,-1.1881912240003156
0.13075945585062135,Online,Debit,36,-0.18074829014642452,0,1.8027353467582243
1.3112870641052805,Online,Credit,2,-1.038505918952127,2,2.162073901678553
-0.0941029457216947,ATM,Credit,28,0.03369111705500113,0,0.14719041192856414
-1.0497681524040379,Online,Debit,4,-0.8240665117507014,2,0.8287691004493156
-0.3189653472940107,Branch,Debit,14,0.677009338659278,1,0.3504304812329403
1.3675026644983594,ATM,Debit,15,0.019395156574906088,1,-0.8879040023731489
0.07454385545754233,Online,Credit,11,0.648417417699088,2,1.5539433697083607
-0.9935525520109589,Online,Debit,11,-0.40948365782794516,2,-1.2739978290104745
-0.2065341465078527,Online,Debit,32,-0.8383624722307964,0,-0.24145971618474088
0.6366998593883324,ATM,Debit,42,-1.1242816818326973,0,0.11385593300257729
1.4237182648914386,Online,Credit,11,1.8206861770668814,2,1.547941061027049
0.6929154597814113,Branch,Debit,30,0.5483456943384226,0,-0.9483655320673028
-1.0497681524040379,Online,Debit,40,-0.5667392231089906,0,-1.0283313599838995
-1.0497681524040379,Online,Debit,23,-0.16645232966632947,1,-1.2334405805179538
0.7491310601744904,Branch,Debit,35,0.34820224761709206,0,0.10955098798936817
-0.6562589496524849,Branch,Debit,28,-0.20934021110661458,0,0.30652465728642875
1.8734430680360705,Branch,Credit,35,-1.1385776423127922,0,0.004950310944174939
0.13075945585062135,Online,Debit,21,2.1923811495493526,1,1.084742823170411
